Test Case ID,Modul,Komponen / Kondisi Uji,Langkah-Langkah,Hasil yang Diharapkan,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-NR-071,Notifikasi & Realtime,Channels it will not sign,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Refuses project:a:b""",Refuses project:a:b,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-072,Notifikasi & Realtime,Channels it will not sign,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Requires a channel at all""",Requires a channel at all,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-073,Notifikasi & Realtime,Chat channels,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Issues a token to a participant""",Issues a token to a participant,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-074,Notifikasi & Realtime,Chat channels,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Refuses a non-participant""",Refuses a non-participant,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-075,Notifikasi & Realtime,Project and milestone channels,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Issues a token to someone on the project""",Issues a token to someone on the project,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-076,Notifikasi & Realtime,Project and milestone channels,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Refuses someone who is not on the project""",Refuses someone who is not on the project,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-077,Notifikasi & Realtime,The token names the caller,"1. bun run test  2. File: apps/project-service/src/routes/realtime-access.test.ts  3. Kasus: ""Signs the session user, not anything from the query""","Signs the session user, not anything from the query",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-NR-078,Notifikasi & Realtime,Centrifugo client,"1. bun run test  2. File: apps/web/src/lib/centrifugo.test.ts  3. Kasus: ""Does not tear down the client on transport errors""",Does not tear down the client on transport errors,TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-NR-079,Notifikasi & Realtime,Centrifugo client,"1. bun run test  2. File: apps/web/src/lib/centrifugo.test.ts  3. Kasus: ""Lets the library reconnect with bounded backoff""",Lets the library reconnect with bounded backoff,TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-NR-080,Notifikasi & Realtime,Centrifugo client,"1. bun run test  2. File: apps/web/src/lib/centrifugo.test.ts  3. Kasus: ""Opens the connection for every subscriber, not just notifications""","Opens the connection for every subscriber, not just notifications",TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-NR-081,Notifikasi & Realtime,Centrifugo client,"1. bun run test  2. File: apps/web/src/lib/centrifugo.test.ts  3. Kasus: ""Still signs each private channel subscription separately""",Still signs each private channel subscription separately,TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-NR-082,Notifikasi & Realtime,Centrifugo client,"1. bun run test  2. File: apps/web/src/lib/centrifugo.test.ts  3. Kasus: ""Stops retrying only when the session is genuinely gone""",Stops retrying only when the session is genuinely gone,TDD,Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,test-unit,Pass
TC-OV-001,Otorisasi & Visibilitas,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Allows the project owner""",Allows the project owner,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-002,Otorisasi & Visibilitas,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Does not query further once ownership matches""",Does not query further once ownership matches,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-003,Otorisasi & Visibilitas,AssertProjectAccess,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Reports a missing project as NOT_FOUND""",Reports a missing project as NOT_FOUND,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-004,Otorisasi & Visibilitas,AssertProjectOwner,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Allows the owner""",Allows the owner,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-005,Otorisasi & Visibilitas,AssertProjectOwner,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Refuses any other signed-in user""",Refuses any other signed-in user,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-006,Otorisasi & Visibilitas,AssertProjectOwner,"1. bun run test  2. File: apps/project-service/src/lib/project-access.test.ts  3. Kasus: ""Reports a missing project as NOT_FOUND""",Reports a missing project as NOT_FOUND,TDD,Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,test-unit,Pass
TC-OV-007,Otorisasi & Visibilitas,Assigned talent,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Never sees the money""",Never sees the money,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-008,Otorisasi & Visibilitas,Assigned talent,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Sees the full brief""",Sees the full brief,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-009,Otorisasi & Visibilitas,Assigned talent,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Still reads ownerId so it can review the owner""",Still reads ownerId so it can review the owner,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-010,Otorisasi & Visibilitas,Owner,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Sees the row as stored""",Sees the row as stored,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-011,Otorisasi & Visibilitas,Stranger reading a public project > public_detail,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Still advertises the work""",Still advertises the work,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-012,Otorisasi & Visibilitas,Stranger reading a public project > public_detail,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds companyName""",Withholds companyName,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-013,Otorisasi & Visibilitas,Stranger reading a public project > public_detail,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds companyRole""",Withholds companyRole,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-014,Otorisasi & Visibilitas,Stranger reading a public project > public_detail,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds ownerId""",Withholds ownerId,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-015,Otorisasi & Visibilitas,Stranger reading a public project > public_detail,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds projectType""",Withholds projectType,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-016,Otorisasi & Visibilitas,Stranger reading a public project > public_summary,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Still advertises the work""",Still advertises the work,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-017,Otorisasi & Visibilitas,Stranger reading a public project > public_summary,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds companyName""",Withholds companyName,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-018,Otorisasi & Visibilitas,Stranger reading a public project > public_summary,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds companyRole""",Withholds companyRole,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-019,Otorisasi & Visibilitas,Stranger reading a public project > public_summary,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds ownerId""",Withholds ownerId,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-020,Otorisasi & Visibilitas,Stranger reading a public project > public_summary,"1. bun run test  2. File: apps/project-service/src/lib/visibility-identity.test.ts  3. Kasus: ""Withholds projectType""",Withholds projectType,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-identity.test.ts,test-unit,Pass
TC-OV-021,Otorisasi & Visibilitas,Assigned talent on a private project,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Can read the project""",Can read the project,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-022,Otorisasi & Visibilitas,Assigned talent on a private project,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Does not turn an anonymous caller into a participant""",Does not turn an anonymous caller into a participant,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-023,Otorisasi & Visibilitas,Assigned talent on a private project,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Is still refused when not assigned""",Is still refused when not assigned,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-024,Otorisasi & Visibilitas,Assigned talent on a private project,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Reads the full brief, not a truncated summary""","Reads the full brief, not a truncated summary",TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-025,Otorisasi & Visibilitas,Assigned talent on a private project,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Still cannot see the money columns""",Still cannot see the money columns,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-026,Otorisasi & Visibilitas,Owner is unaffected,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Still sees everything on a private project""",Still sees everything on a private project,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-027,Otorisasi & Visibilitas,Project list,"1. bun run test  2. File: apps/project-service/src/lib/visibility-participant.test.ts  3. Kasus: ""Admits a private project the viewer is assigned to""",Admits a private project the viewer is assigned to,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,test-unit,Pass
TC-OV-028,Otorisasi & Visibilitas,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Handles a null description without throwing""",Handles a null description without throwing,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-029,Otorisasi & Visibilitas,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Keeps non-sensitive fields visible""",Keeps non-sensitive fields visible,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-030,Otorisasi & Visibilitas,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Strips internal money columns on public_summary""",Strips internal money columns on public_summary,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-031,Otorisasi & Visibilitas,ApplyProjectVisibility — non-owner redaction,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Truncates description and drops preferences on public_summary""",Truncates description and drops preferences on public_summary,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-032,Otorisasi & Visibilitas,ApplyProjectVisibility — owner,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Returns the untouched row to the owner, including internal money columns""","Returns the untouched row to the owner, including internal money columns",TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-033,Otorisasi & Visibilitas,ApplyProjectVisibility — private,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Does not confirm existence via a distinguishable error code""",Does not confirm existence via a distinguishable error code,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-034,Otorisasi & Visibilitas,ApplyProjectVisibility — private,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Throws PROJECT_NOT_FOUND for a logged-in non-owner""",Throws PROJECT_NOT_FOUND for a logged-in non-owner,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-035,Otorisasi & Visibilitas,ApplyProjectVisibility — private,"1. bun run test  2. File: apps/project-service/src/lib/visibility.test.ts  3. Kasus: ""Throws PROJECT_NOT_FOUND for an anonymous viewer""",Throws PROJECT_NOT_FOUND for an anonymous viewer,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-OV-036,Otorisasi & Visibilitas,The rate limit key,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit-key.test.ts  3. Kasus: ""Never trusts the leftmost forwarded-for entry""",Never trusts the leftmost forwarded-for entry,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit-key.test.ts,test-unit,Pass
TC-OV-037,Otorisasi & Visibilitas,The rate limit key,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit-key.test.ts  3. Kasus: ""Prefers the header a client cannot forge""",Prefers the header a client cannot forge,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit-key.test.ts,test-unit,Pass
TC-OV-038,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Allows first request""",Allows first request,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-039,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Does not let a varying forwarded-for prefix mint new buckets""",Does not let a varying forwarded-for prefix mint new buckets,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-040,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Keys on the rightmost forwarded-for hop, not the client-supplied left""","Keys on the rightmost forwarded-for hop, not the client-supplied left",TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-041,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Prefers x-real-ip over anything forwarded""",Prefers x-real-ip over anything forwarded,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-042,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Returns 429 when limit exceeded""",Returns 429 when limit exceeded,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-043,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Sets Retry-After header on 429""",Sets Retry-After header on 429,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-044,Otorisasi & Visibilitas,Rate limiter,"1. bun run test  2. File: apps/project-service/src/middleware/rate-limit.test.ts  3. Kasus: ""Tracks different IPs separately""",Tracks different IPs separately,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-OV-045,Otorisasi & Visibilitas,Project listing visibility,"1. bun run test  2. File: apps/project-service/src/repositories/project-list-visibility.test.ts  3. Kasus: ""Allows the owner their own private project""",Allows the owner their own private project,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-OV-046,Otorisasi & Visibilitas,Project listing visibility,"1. bun run test  2. File: apps/project-service/src/repositories/project-list-visibility.test.ts  3. Kasus: ""Hides the money columns from a non-owner""",Hides the money columns from a non-owner,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-OV-047,Otorisasi & Visibilitas,Project listing visibility,"1. bun run test  2. File: apps/project-service/src/repositories/project-list-visibility.test.ts  3. Kasus: ""Keeps the money columns for the owner""",Keeps the money columns for the owner,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-OV-048,Otorisasi & Visibilitas,Project listing visibility,"1. bun run test  2. File: apps/project-service/src/repositories/project-list-visibility.test.ts  3. Kasus: ""Refuses a private project for a non-owner""",Refuses a private project for a non-owner,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-OV-049,Otorisasi & Visibilitas,Project listing visibility,"1. bun run test  2. File: apps/project-service/src/repositories/project-list-visibility.test.ts  3. Kasus: ""Truncates the description and drops preferences for public_summary""",Truncates the description and drops preferences for public_summary,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-OV-050,Otorisasi & Visibilitas,GET /talent-profiles/:id/active-projects,"1. bun run test  2. File: apps/project-service/src/routes/active-projects-access.test.ts  3. Kasus: ""Reads the session""",Reads the session,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/active-projects-access.test.ts,test-unit,Pass
TC-OV-051,Otorisasi & Visibilitas,The rest of the talent-profile routes,"1. bun run test  2. File: apps/project-service/src/routes/active-projects-access.test.ts  3. Kasus: ""All read the session""",All read the session,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/active-projects-access.test.ts,test-unit,Pass
TC-OV-052,Otorisasi & Visibilitas,AssertProjectOwner,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Lets the caller say what is being refused""",Lets the caller say what is being refused,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-053,Otorisasi & Visibilitas,Every project-scoped route,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Projects.ts asks the helper""",Projects.ts asks the helper,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-054,Otorisasi & Visibilitas,Every project-scoped route,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Projects.ts keeps no ownership-only select of its own""",Projects.ts keeps no ownership-only select of its own,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-055,Otorisasi & Visibilitas,Projects routes,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Asks the helper rather than re-deriving ownership""",Asks the helper rather than re-deriving ownership,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-056,Otorisasi & Visibilitas,Projects routes,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Has no ownership-only select left to drift""",Has no ownership-only select left to drift,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-057,Otorisasi & Visibilitas,Projects routes,"1. bun run test  2. File: apps/project-service/src/routes/owner-check-adoption.test.ts  3. Kasus: ""Keeps telling the owner which action was refused""",Keeps telling the owner which action was refused,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,test-unit,Pass
TC-OV-058,Otorisasi & Visibilitas,Disputes,"1. bun run test  2. File: apps/project-service/src/routes/read-authorization.test.ts  3. Kasus: ""Checks project access on the per-project list""",Checks project access on the per-project list,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/read-authorization.test.ts,test-unit,Pass
TC-OV-059,Otorisasi & Visibilitas,Milestones,"1. bun run test  2. File: apps/project-service/src/routes/read-authorization.test.ts  3. Kasus: ""Checks project access before listing them""",Checks project access before listing them,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/read-authorization.test.ts,test-unit,Pass
TC-OV-060,Otorisasi & Visibilitas,Reviews,"1. bun run test  2. File: apps/project-service/src/routes/read-authorization.test.ts  3. Kasus: ""Checks project access before returning a project of reviews""",Checks project access before returning a project of reviews,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/read-authorization.test.ts,test-unit,Pass
TC-OV-061,Otorisasi & Visibilitas,GET /projects/:id/status-logs,"1. bun run test  2. File: apps/project-service/src/routes/status-logs-access.test.ts  3. Kasus: ""Checks before it reads""",Checks before it reads,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/status-logs-access.test.ts,test-unit,Pass
TC-OV-062,Otorisasi & Visibilitas,GET /projects/:id/status-logs,"1. bun run test  2. File: apps/project-service/src/routes/status-logs-access.test.ts  3. Kasus: ""Checks project access, not just a session""","Checks project access, not just a session",ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/status-logs-access.test.ts,test-unit,Pass
TC-OV-063,Otorisasi & Visibilitas,GET /projects/:id/status-logs,"1. bun run test  2. File: apps/project-service/src/routes/status-logs-access.test.ts  3. Kasus: ""Is present""",Is present,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/status-logs-access.test.ts,test-unit,Pass
TC-OV-064,Otorisasi & Visibilitas,ProjectService > updateProject,"1. bun run test  2. File: apps/project-service/src/services/project.service.test.ts  3. Kasus: ""Allows a visibility-only change in any status""",Allows a visibility-only change in any status,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-OV-065,Otorisasi & Visibilitas,ProjectService > updateProject,"1. bun run test  2. File: apps/project-service/src/services/project.service.test.ts  3. Kasus: ""Still rejects visibility bundled with scope edits past the gate""",Still rejects visibility bundled with scope edits past the gate,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-OV-066,Otorisasi & Visibilitas,BuildCreateProjectPayload,"1. bun run test  2. File: apps/web/src/routes/_authenticated/projects/new.test.ts  3. Kasus: ""Sends the visibility the owner picked""",Sends the visibility the owner picked,ATDD,Kontrak API,TypeScript,apps/web/src/routes/_authenticated/projects/new.test.ts,test-unit,Pass
TC-OV-067,Otorisasi & Visibilitas,CreateProjectSchema,"1. bun run test  2. File: packages/shared/src/schemas.test.ts  3. Kasus: ""Accepts every ProjectVisibility value""",Accepts every ProjectVisibility value,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-OV-068,Otorisasi & Visibilitas,CreateProjectSchema,"1. bun run test  2. File: packages/shared/src/schemas.test.ts  3. Kasus: ""Rejects a visibility value outside the enum""",Rejects a visibility value outside the enum,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-PA-001,Panel Admin,TestAdminAuth CookieAuthDown.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieAuthDown""",Admin Auth — Cookie Auth Down,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-002,Panel Admin,TestAdminAuth CookieAuthRejects.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieAuthRejects""",Admin Auth — Cookie Auth Rejects,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-003,Panel Admin,TestAdminAuth CookieInvalidJSON.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieInvalidJSON""",Admin Auth — Cookie InvalidJSON,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-004,Panel Admin,TestAdminAuth CookieNonAdminRole.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieNonAdminRole""",Admin Auth — Cookie Non Admin Role,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-005,Panel Admin,TestAdminAuth CookieNullUser.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieNullUser""",Admin Auth — Cookie Null User,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-006,Panel Admin,TestAdminAuth CookieValidAdmin.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_CookieValidAdmin""",Admin Auth — Cookie Valid Admin,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-007,Panel Admin,TestAdminAuth EmptySecret.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_EmptySecret""",Admin Auth — Empty Secret,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-008,Panel Admin,TestAdminAuth InvalidServiceAuth.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_InvalidServiceAuth""",Admin Auth — Invalid Service Auth,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-009,Panel Admin,TestAdminAuth NoCookie.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_NoCookie""",Admin Auth — No Cookie,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-010,Panel Admin,TestAdminAuth ValidServiceAuth.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestAdminAuth_ValidServiceAuth""",Admin Auth — Valid Service Auth,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-011,Panel Admin,TestFeatures.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestFeatures""",Features,BDD,Skenario (BDD),Go,apps/admin-service,test-go,Pass
TC-PA-012,Panel Admin,TestGetAuditLogs PaginationClamping.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestGetAuditLogs_PaginationClamping""",Get Audit Logs — Pagination Clamping,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-013,Panel Admin,TestGetAuditLogs StoreError.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestGetAuditLogs_StoreError""",Get Audit Logs — Store Error,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
TC-PA-014,Panel Admin,TestGetAuditLogs Success.go,"1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestGetAuditLogs_Success""",Get Audit Logs — Success,TDD,Unit Layanan,Go,apps/admin-service,test-go,Pass
