Test Case ID,Modul,Fitur / Skenario,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis,Level,Stack,File Sumber,Job CI,Status
TC-LA-007,Layanan AI,Test ai routes.py — TestParsePrdResponse / TestParseSpecDownloadAndLLM,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_ai_routes.py  3. Eksekusi blok ""TestParsePrdResponse / TestParseSpecDownloadAndLLM"" (11 verifikasi)",1) Backfills unpriced work packages; 2) Carries assumptions and risks; 3) Empty response raises rather than templating; 4) Keeps priced work packages untouched; 5) Language comes from request not model; 6) Normalizes deliverables and acceptance; 7) Valid json response; 8) Parse spec direct download success llm success; 9) Parse spec download success short text; 10) Parse spec llm failure; 11) Parse spec no s3 retry on download failure,11,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-008,Layanan AI,Test ai routes.py — TestParseSpecEndpoint (+2 blok lain),"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_ai_routes.py  3. Eksekusi blok ""TestParseSpecEndpoint (+2 blok lain)"" (12 verifikasi)",1) Download failure is an error not a summary; 2) Empty file url; 3) Refuses a file larger than the cap; 4) Requires file url; 5) Returns fallback when download fails; 6) Cv download missing object; 7) Cv download success docx fallback; 8) Cv download success pdf fallback; 9) Cv download success text file; 10) Cv short text returns zero confidence; 11) Cv instructor partial fields; 12) Cv instructor success,12,ATDD,Kontrak API,Python,apps/ai-service/tests/test_ai_routes.py,test-python,Pass
TC-LA-009,Layanan AI,Test atdd schema.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_atdd_schema.py  3. Eksekusi blok ""Test atdd schema.py"" (1 verifikasi)",1) Api schema compliance,1,TDD,Unit,Python,apps/ai-service/tests/test_atdd_schema.py,test-python,Pass
TC-LA-010,Layanan AI,Test embedding key.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_embedding_key.py  3. Eksekusi blok ""Test embedding key.py"" (9 verifikasi)",1) Accepts gemini api key; 2) Empty when neither set; 3) Llm api key wins; 4) Picks up a key set after import; 5) Reads llm api key; 6) Raises when unconfigured; 7) Requests the column dimension; 8) Url targets that model; 9) Uses a live model,9,TDD,Unit,Python,apps/ai-service/tests/test_embedding_key.py,test-python,Pass
TC-LA-011,Layanan AI,Test fallback visibility.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_fallback_visibility.py  3. Eksekusi blok ""Test fallback visibility.py"" (5 verifikasi)",1) Logs when the gateway call fails; 2) Logs when the model returns no json; 3) Stays quiet on a real answer; 4) Logs when extraction fails; 5) Regex fallback still returns data,5,TDD,Unit,Python,apps/ai-service/tests/test_fallback_visibility.py,test-python,Pass
TC-LA-012,Layanan AI,Test health.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_health.py  3. Eksekusi blok ""Test health.py"" (4 verifikasi)",1) Health includes uptime; 2) Health returns ok; 3) Ready returns ready; 4) Ready without llm key,4,TDD,Unit,Python,apps/ai-service/tests/test_health.py,test-python,Pass
TC-LA-013,Layanan AI,Test llm.py — TestGenerateStructured / TestGenerateText / TestStreamText,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_llm.py  3. Eksekusi blok ""TestGenerateStructured / TestGenerateText / TestStreamText"" (7 verifikasi)",1) Raises when no json; 2) Uses parsed instance; 3) Validates text when no parsed; 4) Maps assistant to model role; 5) Returns model text; 6) Wraps stream failure; 7) Yields deltas,7,TDD,Unit,Python,apps/ai-service/tests/test_llm.py,test-python,Pass
TC-LA-014,Layanan AI,Test service auth.py,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_service_auth.py  3. Eksekusi blok ""Test service auth.py"" (4 verifikasi)",1) Internal route rejects missing header; 2) Internal route rejects when unconfigured; 3) Internal route rejects wrong secret; 4) Parse cv requires service auth,4,TDD,Unit,Python,apps/ai-service/tests/test_service_auth.py,test-python,Pass
TC-LA-015,Layanan AI,Test usage.py — TestEstimateCost,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_usage.py  3. Eksekusi blok ""TestEstimateCost"" (6 verifikasi)",1) Env overrides the rates; 2) Garbage rate falls back to default; 3) One known side still prices; 4) Prices at published flash rates; 5) Rounds to the numeric scale; 6) Unknown token counts have no price,6,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-016,Layanan AI,Test usage.py — TestRecordInteraction,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_usage.py  3. Eksekusi blok ""TestRecordInteraction"" (9 verifikasi)",1) A broken pool never raises; 2) Empty id is written as null; 3) Failed call records zero tokens and no cost; 4) Keeps the spend when the project id is rejected; 5) Long model name is truncated to the column; 6) Missing ids are written as null; 7) Negative latency is clamped; 8) Returns false without a pool; 9) Writes every column it was given,9,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-017,Layanan AI,Test usage.py — TestTrack,"1. Jalankan `cd apps/ai-service && uv run pytest`  2. Buka apps/ai-service/tests/test_usage.py  3. Eksekusi blok ""TestTrack"" (7 verifikasi)",1) A swallowed failure is recorded via record failure; 2) A swallowed timeout keeps its own status; 3) A timeout is not filed as a generic error; 4) An exception is recorded and still propagates; 5) Books the usage the call reported; 6) Latency is measured not guessed; 7) No database does not break the caller,7,TDD,Unit,Python,apps/ai-service/tests/test_usage.py,test-python,Pass
TC-LA-018,Layanan AI,ApplyProjectVisibility — non-owner redaction (+2 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/visibility.test.ts  3. Eksekusi blok ""ApplyProjectVisibility — non-owner redaction (+2 blok lain)"" (10 verifikasi)","1) Keeps full description and preferences on public_detail; 2) Strips internal money columns on public_detail; 3) Handles a null description without throwing; 4) Keeps non-sensitive fields visible; 5) Strips internal money columns on public_summary; 6) Truncates description and drops preferences on public_summary; 7) Returns the untouched row to the owner, including internal money columns; 8) Does not confirm existence via a distinguishable error code; 9) Throws PROJECT_NOT_FOUND for a logged-in non-owner; 10) Throws PROJECT_NOT_FOUND for an anonymous viewer",10,TDD,Unit,TypeScript,apps/project-service/src/lib/visibility.test.ts,test-unit,Pass
TC-LA-019,Layanan AI,Error handler,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/middleware/error-handler.test.ts  3. Eksekusi blok ""Error handler"" (11 verifikasi)",1) Does not leak internal error details to client; 2) Uses logger from context when available; 3) Falls back to console.error when no logger in context; 4) Handles AUTH_UNAUTHORIZED with 401; 5) Handles AppError with correct status code; 6) Handles CONFLICT with 409; 7) Handles PROJECT_VALIDATION_INVALID_TRANSITION with 400; 8) Handles TypeError gracefully; 9) Handles unknown errors as 500 INTERNAL_ERROR; 10) Uses toJSON() for AppError response; 11) Handles MILESTONE_NOT_FOUND with 404,11,TDD,Unit,TypeScript,apps/project-service/src/middleware/error-handler.test.ts,test-unit,Pass
TC-LA-020,Layanan AI,Rate limit,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/middleware/rate-limit.test.ts  3. Eksekusi blok ""Rate limit"" (9 verifikasi)","1) Decrements remaining count per request; 2) Shows remaining 0 on rate limit; 3) Allows first request; 4) Does not let a varying forwarded-for prefix mint new buckets; 5) Keys on the rightmost forwarded-for hop, not the client-supplied left; 6) Prefers x-real-ip over anything forwarded; 7) Returns 429 when limit exceeded; 8) Sets Retry-After header on 429; 9) Tracks different IPs separately",9,TDD,Unit,TypeScript,apps/project-service/src/middleware/rate-limit.test.ts,test-unit,Pass
TC-LA-021,Layanan AI,Project list visibility,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/project-list-visibility.test.ts  3. Eksekusi blok ""Project list visibility"" (6 verifikasi)",1) Leaves public_detail descriptions intact; 2) Allows the owner their own private project; 3) Hides the money columns from a non-owner; 4) Keeps the money columns for the owner; 5) Refuses a private project for a non-owner; 6) Truncates the description and drops preferences for public_summary,6,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-visibility.test.ts,test-unit,Pass
TC-LA-022,Layanan AI,Available visibility,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/available-visibility.test.ts  3. Eksekusi blok ""Available visibility"" (9 verifikasi)",1) Cannot reach a private row; 2) Gets a truncated description and no preferences; 3) Is not treated as the owner when ownerId is absent; 4) Opens a direct link to a team_forming project; 5) Serves the scope projection on that page; 6) Excludes private projects; 7) Shapes rows through the shared gate; 8) Shapes rows through the shared gate rather than its own truncation; 9) Opens a direct link to a matching project,9,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/available-visibility.test.ts,test-unit,Pass
TC-LA-023,Layanan AI,Realtime access — Channels it will not sign (+2 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/realtime-access.test.ts  3. Eksekusi blok ""Channels it will not sign (+2 blok lain)"" (12 verifikasi)",1) Refuses an id containing the user separator; 2) Refuses anything:x; 3) Refuses notifications#user-2; 4) Refuses project; 5) Refuses project:; 6) Refuses project:a:b; 7) Requires a channel at all; 8) Applies the same check to milestone; 9) Issues a token to someone on the project; 10) Refuses someone who is not on the project; 11) Issues a token to a participant; 12) Refuses a non-participant,12,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,test-unit,Pass
TC-LA-024,Layanan AI,Upload spec honesty,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/upload-spec-honesty.test.ts  3. Eksekusi blok ""Upload spec honesty"" (4 verifikasi)",1) Does not swallow the AI error into a success response; 2) Reports a failed parse as a failure; 3) Does not promise parsing that nothing performs; 4) Completes only the transaction the callback names,4,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/upload-spec-honesty.test.ts,test-unit,Pass
TC-LA-025,Layanan AI,Project.service — MilestoneService > updateMilestoneStatus,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/project.service.test.ts  3. Eksekusi blok ""MilestoneService > updateMilestoneStatus"" (13 verifikasi)",1) Allows a 3rd revision when a paid credit exists; 2) Allows in_progress -> submitted; 3) Allows pending -> in_progress; 4) Allows revision when under free limit; 5) Allows revision_requested -> in_progress; 6) Allows submitted -> approved; 7) Allows submitted -> rejected; 8) Allows submitted -> revision_requested (within free limit); 9) Enforces free revision limit; 10) Rejects approved -> pending (no backward); 11) Rejects pending -> submitted (must go through in_progress); 12) Rejects rejected -> in_progress (no transitions from rejected); 13) Throws MILESTONE_NOT_FOUND for missing milestone,13,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-LA-026,Layanan AI,Authenticated layout,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/authenticated-layout.test.ts  3. Eksekusi blok ""Authenticated layout"" (3 verifikasi)","1) Keeps main as the scrolling region; 2) Lets the nav scroll instead of clipping links away; 3) Sizes itself to the visible viewport, not to 100vh",3,ATDD,Kontrak API,TypeScript,apps/web/src/routes/authenticated-layout.test.ts,test-unit,Pass
TC-LA-027,Layanan AI,Public detail resilience,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/public-detail-resilience.test.ts  3. Eksekusi blok ""Public detail resilience"" (2 verifikasi)",1) Defaults work packages to null on failure; 2) Does not throw the work-packages response into the shared catch,2,ATDD,Kontrak API,TypeScript,apps/web/src/routes/public-detail-resilience.test.ts,test-unit,Pass
TC-LA-028,Layanan AI,Errors — AppError / ValidationError,"1. Jalankan `bun run test`  2. Buka packages/shared/src/errors.test.ts  3. Eksekusi blok ""AppError / ValidationError"" (12 verifikasi)",1) Details undefined when omitted; 2) Stores details; 3) Has correct statusCode; 4) Creates with code and message; 5) Defaults message to code; 6) Has i18n key; 7) Is instanceof Error; 8) Serializes to JSON; 9) Sets name to AppError; 10) Accepts details; 11) Extends AppError with 400; 12) Is instanceof AppError,12,TDD,Unit,TypeScript,packages/shared/src/errors.test.ts,test-unit,Pass
TC-LA-029,Layanan AI,Schemas — RegisterUserSchema,"1. Jalankan `bun run test`  2. Buka packages/shared/src/schemas.test.ts  3. Eksekusi blok ""RegisterUserSchema"" (6 verifikasi)",1) Rejects invalid email; 2) Accepts talent role; 3) Rejects invalid role; 4) Rejects short name; 5) Rejects short password; 6) Validates complete registration,6,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-MP-001,Manajemen Proyek,Project Lifecycle — Cancelled project cannot transition,"1. Given a project in ""cancelled"" status  2. When transitioned to ""scoping""",the transition should fail,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-002,Manajemen Proyek,Project Lifecycle — Cannot skip from draft to in_progress,"1. Given a project in ""draft"" status  2. When transitioned to ""in_progress""",the transition should fail,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-003,Manajemen Proyek,Project Lifecycle — Create project with valid data,1. Given a valid project creation payload  2. When the project is created,"it should have status ""draft""",1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-004,Manajemen Proyek,Project Lifecycle — Invalid transition rejected,"1. Given a project in ""draft"" status  2. When transitioned to ""completed""",the transition should fail,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-005,Manajemen Proyek,Project Lifecycle — Team project can enter team_forming,"1. Given a project with team_size 3 in ""matching"" status  2. When transitioned to ""team_forming""",the transition should succeed,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-006,Manajemen Proyek,Project Lifecycle — Team project must go through team_forming,"1. Given a project with team_size 3 in ""matching"" status  2. When transitioned to ""matched""",the transition should fail,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/project-lifecycle.spec.ts,test-unit,Pass
TC-MP-007,Manajemen Proyek,Quota day,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/quota-day.test.ts  3. Eksekusi blok ""Quota day"" (4 verifikasi)","1) Keeps a late-evening request inside the day the owner is in; 2) Rolls over at Jakarta midnight; 3) Starts the day at midnight in Jakarta, not in UTC; 4) Uses the same offset in both halves of the year",4,TDD,Unit,TypeScript,apps/project-service/src/lib/quota-day.test.ts,test-unit,Pass
TC-MP-008,Manajemen Proyek,Subscription token — SignSubscriptionToken,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/subscription-token.test.ts  3. Eksekusi blok ""SignSubscriptionToken"" (8 verifikasi)","1) Binds the token to one channel and one user; 2) Emits no padding, which base64url forbids; 3) Expires, so a leaked token is not permanent; 4) Is a three part JWT; 5) Produces a different signature for a different channel; 6) Produces a different signature for a different user; 7) Signs over header and payload with the shared secret; 8) Declares HS256, which is what Centrifugo verifies with",8,TDD,Unit,TypeScript,apps/project-service/src/lib/subscription-token.test.ts,test-unit,Pass
TC-MP-009,Manajemen Proyek,Upload token,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/lib/upload-token.test.ts  3. Eksekusi blok ""Upload token"" (11 verifikasi)",1) Differs per key; 2) Differs per secret; 3) Differs per user; 4) Is stable for the same key and user; 5) Leaks neither the key nor the user; 6) Accepts the token it issued; 7) Does not confuse a colon in the key for the field boundary; 8) Rejects a token issued for a different key; 9) Rejects a token issued to a different user; 10) Rejects a token signed with an old secret; 11) Rejects an empty or malformed token,11,TDD,Unit,TypeScript,apps/project-service/src/lib/upload-token.test.ts,test-unit,Pass
TC-MP-010,Manajemen Proyek,Project list columns,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/project-list-columns.test.ts  3. Eksekusi blok ""Project list columns"" (3 verifikasi)",1) Does not ship the soft-delete marker; 2) Names the columns it returns; 3) Still selects what the owner is entitled to see,3,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/project-list-columns.test.ts,test-unit,Pass
TC-MP-011,Manajemen Proyek,Penalty.service,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/penalty.service.test.ts  3. Eksekusi blok ""Penalty.service"" (10 verifikasi)",1) Defaults to 24 hours when no argument given; 2) Passes hoursAgo argument to repository; 3) Returns 0 when no recent abandons found; 4) Uses ABANDON_PENALTY_DELTA constant; 5) Defaults to 7 days when no argument given; 6) Passes days argument to repository; 7) Applies penalty of 0.5 per abandoned talent; 8) Emits abandon_penalized event per talent; 9) Publishes one inactive_warning event per talent; 10) Returns 0 when no inactive talents found,10,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/penalty.service.test.ts,test-unit,Pass
TC-MP-012,Manajemen Proyek,Project.service — MilestoneService > createMilestone (+2 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/project.service.test.ts  3. Eksekusi blok ""MilestoneService > createMilestone (+2 blok lain)"" (8 verifikasi)",1) Throws if project not found; 2) Accepts integration milestoneType; 3) Creates milestone with valid input; 4) Defaults milestoneType to individual; 5) Throws PROJECT_NOT_FOUND when project missing; 6) Returns milestones for existing project; 7) Returns milestone when found; 8) Throws when milestone not found,8,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-MP-013,Manajemen Proyek,Project.service — ProjectService > getProject (+4 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/project.service.test.ts  3. Eksekusi blok ""ProjectService > getProject (+4 blok lain)"" (7 verifikasi)",1) Returns project if found; 2) Throws PROJECT_NOT_FOUND if not found; 3) Returns status logs for existing project; 4) Throws PROJECT_NOT_FOUND when project missing; 5) Delegates to repo.findByOwnerId; 6) Delegates to repo.list with filters and pagination; 7) Throws when updateStatus returns undefined,7,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-MP-014,Manajemen Proyek,Project.service — WorkPackageService > addDependency (+1 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/project.service.test.ts  3. Eksekusi blok ""WorkPackageService > addDependency (+1 blok lain)"" (12 verifikasi)","1) Allows valid DAG dependency; 2) Allows valid dependency with custom type; 3) Rejects circular dependency (A -> B -> A); 4) Rejects circular dependency (A -> B -> C -> A); 5) Rejects if work packages belong to different projects; 6) Rejects self-dependency; 7) Throws NOT_FOUND if dependency target does not exist; 8) Throws NOT_FOUND if work package does not exist; 9) Creates multiple work packages; 10) Prices the project by its total, then splits the payout pro rata; 11) Reprices the packages already on an untouched project; 12) Refuses to append once a talent has been quoted",12,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-MP-015,Manajemen Proyek,Project.service — WorkPackageService > getDependencies (+3 blok lain),"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/project.service.test.ts  3. Eksekusi blok ""WorkPackageService > getDependencies (+3 blok lain)"" (7 verifikasi)",1) Returns dependencies for existing project; 2) Throws PROJECT_NOT_FOUND when project missing; 3) Returns work package when found; 4) Throws NOT_FOUND when work package missing; 5) Returns work packages for valid project; 6) Throws if project not found; 7) Updates status of existing work package,7,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/project.service.test.ts,test-unit,Pass
TC-MP-016,Manajemen Proyek,Time log.service,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/services/time-log.service.test.ts  3. Eksekusi blok ""Time log.service"" (13 verifikasi)",1) Auto-calculates duration from startedAt and endedAt; 2) Creates a time log with only startedAt; 3) Defaults description to null when not provided; 4) Passes description when provided; 5) Throws VALIDATION_ERROR when endedAt equals startedAt; 6) Throws VALIDATION_ERROR when endedAt is before startedAt; 7) Uses explicit durationMinutes when provided; 8) GetByProject delegates to repository; 9) GetByTask delegates to repository; 10) Stops a running timer; 11) Throws CONFLICT when timer is already stopped; 12) Throws NOT_FOUND when time log does not exist; 13) GetByTalent delegates to repository,13,TDD,Unit Layanan,TypeScript,apps/project-service/src/services/time-log.service.test.ts,test-unit,Pass
TC-MP-017,Manajemen Proyek,Temporal deployment,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/workers/temporal-deployment.test.ts  3. Eksekusi blok ""Temporal deployment"" (8 verifikasi)","1) Creates the namespace the services connect to in both environments; 2) Gives the worker a memory limit above the HTTP service default; 3) Has a production service that runs the worker; 4) Runs on a glibc base, the Temporal core bridge is native; 5) Runs the worker under bun, not a package that is not installed; 6) Ships src/ in the image, because the worker bundles workflows from source; 7) Registers every workflow the routes start; 8) Starts every workflow it registers",8,TDD,Unit,TypeScript,apps/project-service/src/workers/temporal-deployment.test.ts,test-unit,Pass
TC-MP-018,Manajemen Proyek,Wizard composition,"1. Jalankan `bun run test`  2. Buka apps/web/src/components/project/new/wizard-composition.test.ts  3. Eksekusi blok ""Wizard composition"" (5 verifikasi)","1) Does not redeclare what shared owns; 2) Is orchestration, not the wizard; 3) Still exposes the payload builder; 4) Has one file per component; 5) Keeps every module readable at a sitting",5,TDD,Unit UI,TypeScript,apps/web/src/components/project/new/wizard-composition.test.ts,test-unit,Pass
TC-MP-019,Manajemen Proyek,Staffing order,"1. Jalankan `bun run test`  2. Buka apps/web/src/components/project/staffing-order.test.ts  3. Eksekusi blok ""Staffing order"" (5 verifikasi)",1) En defines the prerequisite label; 2) Id defines the prerequisite label; 3) Names them per position; 4) Reads the prerequisites the endpoint sends; 5) Shows nothing when the graph is empty,5,TDD,Unit UI,TypeScript,apps/web/src/components/project/staffing-order.test.ts,test-unit,Pass
TC-MP-020,Manajemen Proyek,New,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/_authenticated/projects/new.test.ts  3. Eksekusi blok ""New"" (7 verifikasi)",1) Does not silently publish a private project; 2) Drops company info for an individual owner; 3) Includes preferences that were given; 4) Keeps company owner info in preferences; 5) Omits preferences when none were given; 6) Sends budgets as numbers; 7) Sends the visibility the owner picked,7,ATDD,Kontrak API,TypeScript,apps/web/src/routes/_authenticated/projects/new.test.ts,test-unit,Pass
TC-MP-021,Manajemen Proyek,Role separation,"1. Jalankan `bun run test`  2. Buka apps/web/src/routes/role-separation.test.ts  3. Eksekusi blok ""Role separation"" (4 verifikasi)",1) Gates the owner project list route to owner; 2) Shows the My Projects entry to owner only; 3) Points the sidebar dashboard link at the talent home for talent; 4) Redirects talent off the owner dashboard,4,ATDD,Kontrak API,TypeScript,apps/web/src/routes/role-separation.test.ts,test-unit,Pass
TC-MP-022,Manajemen Proyek,Enums — DisputeStatus (+10 blok lain),"1. Jalankan `bun run test`  2. Buka packages/shared/src/enums.test.ts  3. Eksekusi blok ""DisputeStatus (+10 blok lain)"" (8 verifikasi)",1) Has 5 statuses; 2) Has 4 statuses; 3) Has all statuses; 4) Has 3 statuses; 5) Has 7 statuses; 6) Names the three copies an invoice is rendered for; 7) Includes all payment types; 8) Has 8 types,8,TDD,Unit,TypeScript,packages/shared/src/enums.test.ts,test-unit,Pass
TC-MP-023,Manajemen Proyek,Errors — ERROR_CODES / ERROR_HTTP_STATUS,"1. Jalankan `bun run test`  2. Buka packages/shared/src/errors.test.ts  3. Eksekusi blok ""ERROR_CODES / ERROR_HTTP_STATUS"" (9 verifikasi)",1) Has project error codes; 2) Maps all codes to HTTP status; 3) Has payment error codes; 4) Has auth error codes; 5) Has general error codes; 6) Maps all codes to i18n keys; 7) Returns correct HTTP status codes; 8) Uses 400 for validation errors; 9) Uses 502 for gateway errors,9,TDD,Unit,TypeScript,packages/shared/src/errors.test.ts,test-unit,Pass
TC-MP-024,Manajemen Proyek,Schemas — CreateProjectSchema / RegisterTalentSchema,"1. Jalankan `bun run test`  2. Buka packages/shared/src/schemas.test.ts  3. Eksekusi blok ""CreateProjectSchema / RegisterTalentSchema"" (11 verifikasi)",1) Validates project creation; 2) Accepts every ProjectVisibility value; 3) Rejects a visibility value outside the enum; 4) Accepts all categories; 5) Accepts optional preferences; 6) Rejects invalid category; 7) Rejects negative budget; 8) Rejects short description; 9) Rejects short title; 10) Validates talent registration; 11) Rejects negative experience,11,TDD,Unit,TypeScript,packages/shared/src/schemas.test.ts,test-unit,Pass
TC-MP2-001,Milestone & Penyelesaian,Notification service — TestHandleMilestoneSubmitted NotifiesOwner.go (+11 blok lain),"1. Jalankan `make test-go`  2. Buka apps/notification-service  3. Eksekusi blok ""TestHandleMilestoneSubmitted NotifiesOwner.go (+11 blok lain)"" (12 verifikasi)",1) Handle Milestone Submitted — Notifies Owner; 2) Handle Milestone Submitted — Owner Lookup Error; 3) Milestone Auto Released Is Handled; 4) Build List Queries — No Type Filter; 5) Build List Queries — With Type Filter; 6) Create Notification — All Valid Types; 7) Create Notification — Store Error; 8) Create Notification — Success; 9) Create Notification — Validation; 10) Every Published Subject Is Handled Or Listed; 11) Handle Team Complete — Notifies Owner; 12) Handle Team Complete — Owner Lookup Error,12,TDD,Unit Layanan,Go,apps/notification-service,test-go,Pass
TC-MP2-002,Milestone & Penyelesaian,Milestone Management — Cannot skip to approved from pending,"1. Given a milestone in ""pending"" status  2. When status changed to ""approved""",the transition should fail,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-003,Milestone & Penyelesaian,Milestone Management — Free revision at limit boundary,1. Given a milestone with 1 revision used  2. When a revision is requested  3. And the revision count should be 2,the revision should be accepted,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-004,Milestone & Penyelesaian,Milestone Management — Free revision within limit,1. Given a milestone with 0 revisions used  2. When a revision is requested  3. And the revision count should be 1,the revision should be accepted,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-005,Milestone & Penyelesaian,Milestone Management — Milestone pending to in_progress,"1. Given a milestone in ""pending"" status  2. When status changed to ""in_progress""",the transition should succeed,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-006,Milestone & Penyelesaian,Milestone Management — Owner approves submitted milestone,"1. Given a milestone in ""submitted"" status  2. When status changed to ""approved""",the transition should succeed,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-007,Milestone & Penyelesaian,Milestone Management — Revision limit enforced at 2,1. Given a milestone with 2 revisions  2. When a revision is requested,it should fail with revision limit,1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-008,Milestone & Penyelesaian,Milestone Management — Talent cannot approve milestones,"1. Given a milestone in ""submitted"" status  2. When a talent tries to approve it","it should be rejected with ""AUTH_FORBIDDEN""",1,BDD,Skenario (BDD),TypeScript,apps/project-service/src/features/milestone-management.spec.ts,test-unit,Pass
TC-MP2-009,Milestone & Penyelesaian,Milestone notify,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/repositories/milestone-notify.test.ts  3. Eksekusi blok ""Milestone notify"" (4 verifikasi)","1) Carries a recipient at all; 2) Does not send assignedTalentId as the recipient; 3) Resolves the recipient through talentProfiles, not the assignment id; 4) Both join talentProfiles to reach a user id",4,TDD,Integrasi Data,TypeScript,apps/project-service/src/repositories/milestone-notify.test.ts,test-unit,Pass
TC-MP2-010,Milestone & Penyelesaian,Milestone files access,"1. Jalankan `bun run test`  2. Buka apps/project-service/src/routes/milestone-files-access.test.ts  3. Eksekusi blok ""Milestone files access"" (3 verifikasi)","1) Checks project access, not just a session; 2) Signs the URLs it returns; 3) Checks project access before recording an attachment",3,ATDD,Kontrak API,TypeScript,apps/project-service/src/routes/milestone-files-access.test.ts,test-unit,Pass
