ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-MP-010,Manajemen Proyek,Project list columns,"Kolom daftar proyek disebutkan eksplisit, bukan select seluruh baris","1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/project-list-columns.test.ts. 3. Jalankan blok ""Project list columns"".","Daftar proyek menyebutkan kolomnya satu per satu, sehingga kolom baru tidak ikut terkirim tanpa keputusan.",3,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/project-list-columns.test.ts,1) Does not ship the soft-delete marker; 2) Names the columns it returns; 3) Still selects what the owner is entitled to see,test-unit,Lulus
TC-MP-011,Manajemen Proyek,Penalty.service,Penalti talenta dan pengaruhnya ke skor pemerataan,"1. Jalankan bun run test. 2. Buka apps/project-service/src/services/penalty.service.test.ts. 3. Jalankan blok ""Penalty.service"".",Penalti tercatat dan menurunkan skor pemerataan talenta.,10,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/penalty.service.test.ts,1) Defaults to 24 hours when no argument given; 2) Passes hoursAgo argument to repository; 3) Returns 0 when no recent abandons found; 4) Uses ABANDON_PENALTY_DELTA constant; 5) Defaults to 7 days when no argument given; 6) Passes days argument to repository; 7) Applies penalty of 0.5 per abandoned talent; 8) Emits abandon_penalized event per talent; 9) Publishes one inactive_warning event per talent; 10) Returns 0 when no inactive talents found,test-unit,Lulus
TC-MP-012,Manajemen Proyek,Project.service — MilestoneService > createMilestone (+2 blok lain),"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — MilestoneService > createMilestone (+2 blok lain)"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",8,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Throws if project not found; 2) Accepts integration milestoneType; 3) Creates milestone with valid input; 4) Defaults milestoneType to individual; 5) Throws PROJECT_NOT_FOUND when project missing; 6) Returns milestones for existing project; 7) Returns milestone when found; 8) Throws when milestone not found,test-unit,Lulus
TC-MP-013,Manajemen Proyek,Project.service — ProjectService > getProject (+4 blok lain),"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — ProjectService > getProject (+4 blok lain)"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",7,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Returns project if found; 2) Throws PROJECT_NOT_FOUND if not found; 3) Returns status logs for existing project; 4) Throws PROJECT_NOT_FOUND when project missing; 5) Delegates to repo.findByOwnerId; 6) Delegates to repo.list with filters and pagination; 7) Throws when updateStatus returns undefined,test-unit,Lulus
TC-MP-014,Manajemen Proyek,Project.service — WorkPackageService > addDependency (+1 blok lain),"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — WorkPackageService > addDependency (+1 blok lain)"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",12,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,"1) Allows valid DAG dependency; 2) Allows valid dependency with custom type; 3) Rejects circular dependency (A -> B -> A); 4) Rejects circular dependency (A -> B -> C -> A); 5) Rejects if work packages belong to different projects; 6) Rejects self-dependency; 7) Throws NOT_FOUND if dependency target does not exist; 8) Throws NOT_FOUND if work package does not exist; 9) Creates multiple work packages; 10) Prices the project by its total, then splits the payout pro rata; 11) Reprices the packages already on an untouched project; 12) Refuses to append once a talent has been quoted",test-unit,Lulus
TC-MP-015,Manajemen Proyek,Project.service — WorkPackageService > getDependencies (+3 blok lain),"Layanan proyek: transisi status, update, dan daftar","1. Jalankan bun run test. 2. Buka apps/project-service/src/services/project.service.test.ts. 3. Jalankan blok ""Project.service — WorkPackageService > getDependencies (+3 blok lain)"".","Transisi status divalidasi state machine, dan perubahan tercatat di project_status_logs.",7,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/project.service.test.ts,1) Returns dependencies for existing project; 2) Throws PROJECT_NOT_FOUND when project missing; 3) Returns work package when found; 4) Throws NOT_FOUND when work package missing; 5) Returns work packages for valid project; 6) Throws if project not found; 7) Updates status of existing work package,test-unit,Lulus
TC-MP-016,Manajemen Proyek,Time log.service,Pencatatan waktu kerja talenta,"1. Jalankan bun run test. 2. Buka apps/project-service/src/services/time-log.service.test.ts. 3. Jalankan blok ""Time log.service"".","Waktu kerja tercatat per task, dan timer yang belum berhenti tidak dihitung sebagai durasi.",13,TDD (unit),Unit service,TypeScript,apps/project-service/src/services/time-log.service.test.ts,1) Auto-calculates duration from startedAt and endedAt; 2) Creates a time log with only startedAt; 3) Defaults description to null when not provided; 4) Passes description when provided; 5) Throws VALIDATION_ERROR when endedAt equals startedAt; 6) Throws VALIDATION_ERROR when endedAt is before startedAt; 7) Uses explicit durationMinutes when provided; 8) GetByProject delegates to repository; 9) GetByTask delegates to repository; 10) Stops a running timer; 11) Throws CONFLICT when timer is already stopped; 12) Throws NOT_FOUND when time log does not exist; 13) GetByTalent delegates to repository,test-unit,Lulus
TC-MP-017,Manajemen Proyek,Temporal deployment,Workflow Temporal terdaftar dan bisa dipanggil,"1. Jalankan bun run test. 2. Buka apps/project-service/src/workers/temporal-deployment.test.ts. 3. Jalankan blok ""Temporal deployment"".",Workflow Temporal terdaftar dengan nama yang benar dan bisa dipanggil dari service.,8,TDD (unit),Unit,TypeScript,apps/project-service/src/workers/temporal-deployment.test.ts,"1) Creates the namespace the services connect to in both environments; 2) Gives the worker a memory limit above the HTTP service default; 3) Has a production service that runs the worker; 4) Runs on a glibc base, the Temporal core bridge is native; 5) Runs the worker under bun, not a package that is not installed; 6) Ships src/ in the image, because the worker bundles workflows from source; 7) Registers every workflow the routes start; 8) Starts every workflow it registers",test-unit,Lulus
TC-MP-018,Manajemen Proyek,Wizard composition,Pemecahan modul form pembuatan proyek,"1. Jalankan bun run test. 2. Buka apps/web/src/components/project/new/wizard-composition.test.ts. 3. Jalankan blok ""Wizard composition"".","Form pembuatan proyek terpecah satu modul per komponen, dan route tidak menyalin ulang tipe milik shared.",5,TDD (unit),Unit UI,TypeScript,apps/web/src/components/project/new/wizard-composition.test.ts,"1) Does not redeclare what shared owns; 2) Is orchestration, not the wizard; 3) Still exposes the payload builder; 4) Has one file per component; 5) Keeps every module readable at a sitting",test-unit,Lulus
TC-MP-019,Manajemen Proyek,Staffing order,Urutan penawaran posisi ke talenta,"1. Jalankan bun run test. 2. Buka apps/web/src/components/project/staffing-order.test.ts. 3. Jalankan blok ""Staffing order"".","Penawaran posisi keluar berurutan sesuai prioritas, tidak acak.",5,TDD (unit),Unit UI,TypeScript,apps/web/src/components/project/staffing-order.test.ts,1) En defines the prerequisite label; 2) Id defines the prerequisite label; 3) Names them per position; 4) Reads the prerequisites the endpoint sends; 5) Shows nothing when the graph is empty,test-unit,Lulus
TC-MP-020,Manajemen Proyek,New,Payload pembuatan proyek dari form wizard,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/_authenticated/projects/new.test.ts. 3. Jalankan blok ""New"".","Payload pembuatan proyek memuat seluruh field yang diisi user, termasuk data perusahaan.",7,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/_authenticated/projects/new.test.ts,1) Does not silently publish a private project; 2) Drops company info for an individual owner; 3) Includes preferences that were given; 4) Keeps company owner info in preferences; 5) Omits preferences when none were given; 6) Sends budgets as numbers; 7) Sends the visibility the owner picked,test-unit,Lulus
TC-MP-021,Manajemen Proyek,Role separation,Pemisahan tampilan owner dan talenta,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/role-separation.test.ts. 3. Jalankan blok ""Role separation"".","Halaman menampilkan aksi sesuai peran, tanpa tombol yang pasti ditolak backend.",4,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/role-separation.test.ts,1) Gates the owner project list route to owner; 2) Shows the My Projects entry to owner only; 3) Points the sidebar dashboard link at the talent home for talent; 4) Redirects talent off the owner dashboard,test-unit,Lulus
TC-MP-022,Manajemen Proyek,Enums — DisputeStatus (+10 blok lain),Nilai enum bersama antar service,"1. Jalankan bun run test. 2. Buka packages/shared/src/enums.test.ts. 3. Jalankan blok ""Enums — DisputeStatus (+10 blok lain)"".","Nilai enum sama antara database, shared package, dan kode pemakainya.",8,TDD (unit),Unit,TypeScript,packages/shared/src/enums.test.ts,1) Has 5 statuses; 2) Has 4 statuses; 3) Has all statuses; 4) Has 3 statuses; 5) Has 7 statuses; 6) Names the three copies an invoice is rendered for; 7) Includes all payment types; 8) Has 8 types,test-unit,Lulus
TC-MP-023,Manajemen Proyek,Errors — ERROR_CODES / ERROR_HTTP_STATUS,Katalog kode error bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/errors.test.ts. 3. Jalankan blok ""Errors — ERROR_CODES / ERROR_HTTP_STATUS"".",Setiap kode error punya pasangan status HTTP dan kunci pesan.,9,TDD (unit),Unit,TypeScript,packages/shared/src/errors.test.ts,1) Has project error codes; 2) Maps all codes to HTTP status; 3) Has payment error codes; 4) Has auth error codes; 5) Has general error codes; 6) Maps all codes to i18n keys; 7) Returns correct HTTP status codes; 8) Uses 400 for validation errors; 9) Uses 502 for gateway errors,test-unit,Lulus
TC-MP-024,Manajemen Proyek,Schemas — CreateProjectSchema / RegisterTalentSchema,Schema validasi bersama,"1. Jalankan bun run test. 2. Buka packages/shared/src/schemas.test.ts. 3. Jalankan blok ""Schemas — CreateProjectSchema / RegisterTalentSchema"".",Schema bersama menolak input tidak valid sebelum sampai ke service.,11,TDD (unit),Unit,TypeScript,packages/shared/src/schemas.test.ts,1) Validates project creation; 2) Accepts every ProjectVisibility value; 3) Rejects a visibility value outside the enum; 4) Accepts all categories; 5) Accepts optional preferences; 6) Rejects invalid category; 7) Rejects negative budget; 8) Rejects short description; 9) Rejects short title; 10) Validates talent registration; 11) Rejects negative experience,test-unit,Lulus
TC-MP2-001,Milestone & Penyelesaian,Notification service — TestHandleMilestoneSubmitted NotifiesOwner.go (+11 blok lain),"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestHandleMilestoneSubmitted NotifiesOwner.go (+11 blok lain)"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",12,TDD (unit),Unit service,Go,apps/notification-service,1) Handle Milestone Submitted — Notifies Owner; 2) Handle Milestone Submitted — Owner Lookup Error; 3) Milestone Auto Released Is Handled; 4) Build List Queries — No Type Filter; 5) Build List Queries — With Type Filter; 6) Create Notification — All Valid Types; 7) Create Notification — Store Error; 8) Create Notification — Success; 9) Create Notification — Validation; 10) Every Published Subject Is Handled Or Listed; 11) Handle Team Complete — Notifies Owner; 12) Handle Team Complete — Owner Lookup Error,test-go,Lulus
TC-MP2-002,Milestone & Penyelesaian,Milestone Management — Cannot skip to approved from pending,Skenario pengelolaan milestone,"1. Given a milestone in ""pending"" status  2. When status changed to ""approved""","Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,the transition should fail,test-unit,Lulus
TC-MP2-003,Milestone & Penyelesaian,Milestone Management — Free revision at limit boundary,Skenario pengelolaan milestone,1. Given a milestone with 1 revision used  2. When a revision is requested  3. And the revision count should be 2,"Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,the revision should be accepted,test-unit,Lulus
TC-MP2-004,Milestone & Penyelesaian,Milestone Management — Free revision within limit,Skenario pengelolaan milestone,1. Given a milestone with 0 revisions used  2. When a revision is requested  3. And the revision count should be 1,"Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,the revision should be accepted,test-unit,Lulus
TC-MP2-005,Milestone & Penyelesaian,Milestone Management — Milestone pending to in_progress,Skenario pengelolaan milestone,"1. Given a milestone in ""pending"" status  2. When status changed to ""in_progress""","Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,the transition should succeed,test-unit,Lulus
TC-MP2-006,Milestone & Penyelesaian,Milestone Management — Owner approves submitted milestone,Skenario pengelolaan milestone,"1. Given a milestone in ""submitted"" status  2. When status changed to ""approved""","Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,the transition should succeed,test-unit,Lulus
TC-MP2-007,Milestone & Penyelesaian,Milestone Management — Revision limit enforced at 2,Skenario pengelolaan milestone,1. Given a milestone with 2 revisions  2. When a revision is requested,"Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,it should fail with revision limit,test-unit,Lulus
TC-MP2-008,Milestone & Penyelesaian,Milestone Management — Talent cannot approve milestones,Skenario pengelolaan milestone,"1. Given a milestone in ""submitted"" status  2. When a talent tries to approve it","Milestone bergerak mengikuti alur submit, revisi, dan approve sesuai skenario.",1,BDD (skenario),Skenario,TypeScript,apps/project-service/src/features/milestone-management.spec.ts,"it should be rejected with ""AUTH_FORBIDDEN""",test-unit,Lulus
TC-MP2-009,Milestone & Penyelesaian,Milestone notify,Notifikasi saat status milestone berubah,"1. Jalankan bun run test. 2. Buka apps/project-service/src/repositories/milestone-notify.test.ts. 3. Jalankan blok ""Milestone notify"".",Perubahan status milestone menerbitkan notifikasi ke pihak yang tepat.,4,TDD (unit),Integrasi database,TypeScript,apps/project-service/src/repositories/milestone-notify.test.ts,"1) Carries a recipient at all; 2) Does not send assignedTalentId as the recipient; 3) Resolves the recipient through talentProfiles, not the assignment id; 4) Both join talentProfiles to reach a user id",test-unit,Lulus
TC-MP2-010,Milestone & Penyelesaian,Milestone files access,Akses lampiran milestone,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/milestone-files-access.test.ts. 3. Jalankan blok ""Milestone files access"".",Lampiran milestone hanya bisa diakses pihak yang terlibat pada proyeknya.,3,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/milestone-files-access.test.ts,"1) Checks project access, not just a session; 2) Signs the URLs it returns; 3) Checks project access before recording an attachment",test-unit,Lulus
TC-MP2-011,Milestone & Penyelesaian,Milestone role actions,Aksi milestone dipisah antara owner dan talenta,"1. Jalankan bun run test. 2. Buka apps/web/src/routes/milestone-role-actions.test.ts. 3. Jalankan blok ""Milestone role actions"".","Owner mendapat aksi approve, reject, dan minta revisi. Talenta mendapat aksi start dan submit. Keduanya tidak tertukar.",3,ATDD (kontrak API),Kontrak API,TypeScript,apps/web/src/routes/milestone-role-actions.test.ts,"1) Gives approve, reject and request-revision to the owner only; 2) Gives start, submit and resume to the assigned talent only; 3) Reads the viewer role",test-unit,Lulus
TC-NR-001,Notifikasi & Realtime,Notification service — TestHealth.go (+11 blok lain),"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestHealth.go (+11 blok lain)"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",12,TDD (unit),Unit service,Go,apps/notification-service,1) Health; 2) Is Valid Type; 3) List Notifications — No Type Filter; 4) List Notifications — Pagination Clamping; 5) List Notifications — Requires Auth; 6) List Notifications — Store Error; 7) List Notifications — Success; 8) List Notifications — Threads Type Filter; 9) Load — Custom NatsURL; 10) Load — Custom Port; 11) Load — Default Auth ServiceURL; 12) Load — DefaultCORS Origin,test-go,Lulus
TC-NR-002,Notifikasi & Realtime,Notification service — TestLoad DefaultNatsURL.go (+11 blok lain),"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestLoad DefaultNatsURL.go (+11 blok lain)"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",12,TDD (unit),Unit service,Go,apps/notification-service,1) Load — Default NatsURL; 2) Load — Default Port; 3) Load — Full Config; 4) Load — Invalid Port; 5) Load — Optional Fields; 6) Load — Requires DatabaseURL; 7) Mark All Read — Requires Auth; 8) Mark All Read — Store Error; 9) Mark All Read — Success; 10) Mark Read — Find Error; 11) Mark Read — Not Found; 12) Mark Read — Requires Auth,test-go,Lulus
TC-NR-003,Notifikasi & Realtime,Notification service — TestMarkRead Success.go (+11 blok lain),"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestMarkRead Success.go (+11 blok lain)"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",12,TDD (unit),Unit service,Go,apps/notification-service,1) Mark Read — Success; 2) Mark Read — Update Error; 3) Mock Store — Default Returns; 4) New — Handler; 5) No Op; 6) Notification Type — Constants; 7) Parse Type Filter; 8) Redis Store — DefaultTTL; 9) Redis Store — Rejects EmptyID; 10) Redis Store — Seen And Mark; 11) Redis Store — TTL Expires; 12) Response Helpers,test-go,Lulus
TC-NR-004,Notifikasi & Realtime,Notification service — TestSessionAuth CookieAuthDown.go (+11 blok lain),"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestSessionAuth CookieAuthDown.go (+11 blok lain)"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",12,TDD (unit),Unit service,Go,apps/notification-service,1) Session Auth — Cookie Auth Down; 2) Session Auth — Cookie Auth Rejects; 3) Session Auth — Cookie InvalidJSON; 4) Session Auth — Cookie Null User; 5) Session Auth — Cookie Valid Session; 6) Session Auth — Empty Secret; 7) Session Auth — Invalid Service Auth; 8) Session Auth — No Cookie; 9) Session Auth — Service Auth Does Not Trust UserID Header; 10) Unhandled List Has No Stale Entries; 11) Unread Count — Requires Auth; 12) Unread Count — Store Error,test-go,Lulus
TC-NR-005,Notifikasi & Realtime,Notification service — TestUnreadCount Success.go,"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. Jalankan make test-go. 2. Buka apps/notification-service. 3. Jalankan blok ""Notification service — TestUnreadCount Success.go"".","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",1,TDD (unit),Unit service,Go,apps/notification-service,1) Unread Count — Success,test-go,Lulus
TC-NR-006,Notifikasi & Realtime,TestFeatures.go,"Konsumsi event NATS, idempotency, dan pengiriman notifikasi","1. make test-go  2. Service: apps/notification-service  3. Kasus: ""TestFeatures""","Event diproses satu kali, ack dikirim setelah pekerjaan selesai, dan event gagal masuk DLQ.",1,BDD (skenario),Skenario,Go,apps/notification-service,Features,test-go,Lulus
TC-NR-007,Notifikasi & Realtime,Create notification for user,Skenario pembuatan dan pembacaan notifikasi,"1. Given a user with ID ""user-1""  2. When a project_match notification is created  3. And it should be marked as unread","Notifikasi dibuat, terbaca, dan terhitung sesuai skenario.",1,BDD (skenario),Skenario,Go,apps/notification-service/features/notification.feature,the notification should be stored,test-go,Lulus
TC-NR-008,Notifikasi & Realtime,Create notification validates required fields,Skenario pembuatan dan pembacaan notifikasi,1. Given the notification service is running  2. When a notification is created without userId,"Notifikasi dibuat, terbaca, dan terhitung sesuai skenario.",1,BDD (skenario),Skenario,Go,apps/notification-service/features/notification.feature,it should return a validation error,test-go,Lulus
TC-NR-009,Notifikasi & Realtime,List notifications with pagination,Skenario pembuatan dan pembacaan notifikasi,"1. Given 25 notifications for user ""user-1""  2. When requesting page 1 with pageSize 10  3. And total should be 25","Notifikasi dibuat, terbaca, dan terhitung sesuai skenario.",1,BDD (skenario),Skenario,Go,apps/notification-service/features/notification.feature,10 notifications should be returned,test-go,Lulus
TC-NR-010,Notifikasi & Realtime,Mark notification as read,Skenario pembuatan dan pembacaan notifikasi,"1. Given an unread notification for user ""user-1""  2. When the user marks it as read","Notifikasi dibuat, terbaca, dan terhitung sesuai skenario.",1,BDD (skenario),Skenario,Go,apps/notification-service/features/notification.feature,it should be marked as read,test-go,Lulus
TC-NR-011,Notifikasi & Realtime,Unread count returns correct number,Skenario pembuatan dan pembacaan notifikasi,"1. Given 5 unread notifications for user ""user-2""  2. When requesting unread count","Notifikasi dibuat, terbaca, dan terhitung sesuai skenario.",1,BDD (skenario),Skenario,Go,apps/notification-service/features/notification.feature,unread count should be 5,test-go,Lulus
TC-NR-012,Notifikasi & Realtime,Realtime access — The token names the caller,Otorisasi kanal realtime,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/realtime-access.test.ts. 3. Jalankan blok ""Realtime access — The token names the caller"".",Kanal realtime hanya bisa dilanggan pihak yang berhak atas proyeknya.,1,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/realtime-access.test.ts,"1) Signs the session user, not anything from the query",test-unit,Lulus
TC-NR-013,Notifikasi & Realtime,Centrifugo,Koneksi dan reconnect kanal realtime,"1. Jalankan bun run test. 2. Buka apps/web/src/lib/centrifugo.test.ts. 3. Jalankan blok ""Centrifugo"".",Koneksi realtime tersambung saat dibutuhkan dan menutup langganan saat komponen dilepas.,5,TDD (unit),Unit,TypeScript,apps/web/src/lib/centrifugo.test.ts,"1) Does not tear down the client on transport errors; 2) Lets the library reconnect with bounded backoff; 3) Opens the connection for every subscriber, not just notifications; 4) Still signs each private channel subscription separately; 5) Stops retrying only when the session is genuinely gone",test-unit,Lulus
TC-OV-001,Otorisasi & Visibilitas,Project access,Helper akses dan kepemilikan proyek,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/project-access.test.ts. 3. Jalankan blok ""Project access"".","Helper akses membedakan owner, talenta yang terlibat, dan pihak luar, dengan pesan penolakan yang sesuai.",9,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/project-access.test.ts,1) Allows the project owner; 2) Does not query further once ownership matches; 3) Reports a missing project as NOT_FOUND; 4) Allows the owner; 5) Refuses any other signed-in user; 6) Allows a talent assigned to the project; 7) Refuses a signed-in user who is neither owner nor talent; 8) Refuses a talent who is not assigned to this project; 9) Refuses an assigned talent,test-unit,Lulus
TC-OV-002,Otorisasi & Visibilitas,Visibility participant,Talenta yang terlibat tetap dapat membaca proyeknya,"1. Jalankan bun run test. 2. Buka apps/project-service/src/lib/visibility-participant.test.ts. 3. Jalankan blok ""Visibility participant"".",Talenta yang ditugaskan tetap bisa membaca proyeknya meskipun proyek diset privat.,7,TDD (unit),Unit,TypeScript,apps/project-service/src/lib/visibility-participant.test.ts,"1) Can read the project; 2) Does not turn an anonymous caller into a participant; 3) Is still refused when not assigned; 4) Reads the full brief, not a truncated summary; 5) Still cannot see the money columns; 6) Still sees everything on a private project; 7) Admits a private project the viewer is assigned to",test-unit,Lulus
TC-OV-003,Otorisasi & Visibilitas,Active projects access,Daftar proyek aktif talenta hanya untuk dirinya atau admin,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/active-projects-access.test.ts. 3. Jalankan blok ""Active projects access"".",Daftar proyek aktif talenta hanya bisa dibaca talenta itu sendiri atau admin.,4,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/active-projects-access.test.ts,"1) Reads the session; 2) All read the session; 3) Lets an admin through; 4) Serves the talent their own work, and nobody else theirs",test-unit,Lulus
TC-OV-004,Otorisasi & Visibilitas,Owner check adoption — Projects routes,Setiap route project memakai helper kepemilikan yang sama,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/owner-check-adoption.test.ts. 3. Jalankan blok ""Owner check adoption — Projects routes"".","Semua route project memanggil assertProjectOwner, dan pesan penolakan tetap menyebut aksi yang ditolak.",3,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/owner-check-adoption.test.ts,1) Asks the helper rather than re-deriving ownership; 2) Has no ownership-only select left to drift; 3) Keeps telling the owner which action was refused,test-unit,Lulus
TC-OV-005,Otorisasi & Visibilitas,Status logs access,Otorisasi riwayat perubahan status,"1. Jalankan bun run test. 2. Buka apps/project-service/src/routes/status-logs-access.test.ts. 3. Jalankan blok ""Status logs access"".",Riwayat perubahan status hanya terbuka untuk pihak yang berhak.,3,ATDD (kontrak API),Kontrak API,TypeScript,apps/project-service/src/routes/status-logs-access.test.ts,"1) Checks before it reads; 2) Checks project access, not just a session; 3) Is present",test-unit,Lulus
TC-PA-001,Panel Admin,Admin service — TestAdminAuth CookieNullUser.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestAdminAuth CookieNullUser.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Admin Auth — Cookie Null User; 2) Admin Auth — Cookie Valid Admin; 3) Admin Auth — Empty Secret; 4) Admin Auth — Invalid Service Auth; 5) Admin Auth — No Cookie; 6) Admin Auth — Valid Service Auth; 7) Get Audit Logs — Pagination Clamping; 8) Get Audit Logs — Store Error; 9) Get Audit Logs — Success; 10) GetDLQ Event — Not Found; 11) GetDLQ Event — Store Error; 12) GetDLQ Event — Success,test-go,Lulus
TC-PA-002,Panel Admin,Admin service — TestGetDashboard InvalidDateFormat.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestGetDashboard InvalidDateFormat.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Get Dashboard — Invalid Date Format; 2) Get Dashboard — Store Errors; 3) Get Dashboard — Success; 4) Get Dashboard — With Date Range; 5) Get Project — Not Found; 6) Get Project — Store Error; 7) Get Project — Success; 8) Get Settings — Store Error; 9) Get Settings — Success; 10) Get Status Counts — Store Error; 11) Get Status Counts — Success; 12) Get Summary — Store Error,test-go,Lulus
TC-PA-003,Panel Admin,Admin service — TestGetSummary Success.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestGetSummary Success.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Get Summary — Success; 2) Get User — Not Found; 3) Get User — Store Error; 4) Get User — Success; 5) Internal Error; 6) Itoa; 7) ListDLQ — Invalid Reprocessed; 8) ListDLQ — Pagination Clamping; 9) ListDLQ — Reprocessed False; 10) ListDLQ — Store Error; 11) ListDLQ — Success; 12) ListDLQ — With Filters,test-go,Lulus
